str,en_US,en,fr,it,de,nl,es,cy,ca,zh,
select_end_time,SELECT END TIME,SELECT END TIME,SÉLECTIONNER L'HEURE DE FIN,SELEZIONA L'ORA DI FINE,ENDZEIT AUSWÄHLEN,SELECTEER EINDTIJD,SELECCIONAR HORA DE FINALIZACIÓN,DEWIS AMSER DIWEDD,,选择结束时间,
ok_end_time,OK END TIME,OK END TIME,OK HEURE DE FIN,OK ORA DI FINE,OK ENDE ZEIT,OK EINDTIJD,OK HORA DE FINALIZACIÓN,Iawn AMSER DIWEDD,,好的结束时间,
booking_information,Booking Information,Booking Information,Informations de réservation,Informazioni sulla prenotazione,Buchungsinformationen,Boekingsinformatie,Información de reserva,Gwybodaeth Archebu,,预订信息,
company,Company,Company,Entreprise,Azienda,Unternehmen,Bedrijf,Compañía,Cwmni,,公司,
options,Options,Options,Options,Opzioni,Optionen,Opties,Opciones,Opsiynau,,选项,
delete,Delete,Delete,Supprimer,Eliminare,Löschen,Verwijderen,Borrar,Dileu,,删除,
general,General,General,Général,Generale,Allgemein,Algemeen,General,Cyffredinol,,一般的,
orders,Orders,Orders,Ordres,Ordini,Bestellungen,Bestellingen,Pedidos,Archebion,,订单,
products,Products,Products,Produits,Prodotti,Produkte,Producten,Productos,Cynhyrchion,,产品,
stores_not_available,Stores not available,Stores not available,Magasins non disponibles,Negozi non disponibili,Geschäfte nicht verfügbar,Winkels niet beschikbaar,Tiendas no disponibles,Storfeydd ddim ar gael,,商店不可用,
product_details,Product Details,Product Details,Détails du produit,Dettagli del prodotto,Produktdetails,Productdetails,Detalles del producto,Manylion Cynnyrch,,产品详情,
product_option,Product Option,Product Option,Option de produit,Opzione prodotto,Produktoption,Productoptie,Opción de producto,Opsiwn Cynnyrch,,产品选项,
extras,Extras,Extras,Suppléments,Extra,Extras,Extra's,Extras,Ychwanegiadau,,附加功能,
select_category,Select Category,Select Category,Sélectionnez une catégorie,Seleziona categoria,Kategorie auswählen,Selecteer categorie,Seleccionar categoría,Dewiswch Categori,,选择类别,
please_enter_tag_name,Please enter tag name,Please enter tag name,Veuillez saisir le nom de la balise,Inserisci il nome del tag,Bitte geben Sie den Tag-Namen ein,Voer een tagnaam in,"Por favor, introduzca el nombre de la etiqueta",Rhowch enw'r tag,,请输入标签名称,
product_option_added_successfully,Product option added successfully,Product option added successfully,Option de produit ajoutée avec succès,Opzione prodotto aggiunta correttamente,Produktoption erfolgreich hinzugefügt,Productoptie succesvol toegevoegd,Opción de producto agregada exitosamente,Ychwanegwyd opsiwn cynnyrch yn llwyddiannus,,产品选项添加成功,
product_option_removed_successfully,Product option removed successfully,Product option removed successfully,Option de produit supprimée avec succès,Opzione prodotto rimossa correttamente,Produktoption erfolgreich entfernt,Productoptie succesvol verwijderd,Opción de producto eliminada exitosamente,Cafodd yr opsiwn cynnyrch ei ddileu yn llwyddiannus,,产品选项已成功删除,
product_option_updated_successfully,Product option updated successfully,Product option updated successfully,Option de produit mise à jour avec succès,Opzione prodotto aggiornata con successo,Produktoption erfolgreich aktualisiert,Productoptie succesvol bijgewerkt,Opción de producto actualizada exitosamente,Mae'r opsiwn cynnyrch wedi'i ddiweddaru'n llwyddiannus,,产品选项更新成功,
product_extra_added_successfully,Product extra added successfully,Product extra added successfully,Produit supplémentaire ajouté avec succès,Prodotto extra aggiunto con successo,Produktzusatz erfolgreich hinzugefügt,Product extra succesvol toegevoegd,Producto extra añadido con éxito,Cynnyrch ychwanegol wedi'i ychwanegu'n llwyddiannus,,已成功添加产品附加项,
product_extra_removed_successfully,Product extra removed successfully,Product extra removed successfully,Le produit supplémentaire a été supprimé avec succès,Prodotto extra rimosso con successo,Produktüberschuss erfolgreich entfernt,Extra product succesvol verwijderd,Producto adicional eliminado exitosamente,Cafodd y cynnyrch ychwanegol ei dynnu'n llwyddiannus,,已成功移除多余产品,
product_extra_updated_successfully,Product extra updated successfully,Product extra updated successfully,Mise à jour supplémentaire du produit avec succès,Prodotto extra aggiornato con successo,Produktzusatz erfolgreich aktualisiert,Product extra succesvol bijgewerkt,Producto adicional actualizado con éxito,Cynnyrch ychwanegol wedi'i ddiweddaru'n llwyddiannus,,产品附加更新成功,
please_enter_product_name,Please enter Product Name,Please enter Product Name,Veuillez saisir le nom du produit,Inserisci il nome del prodotto,Bitte geben Sie den Produktnamen ein,Voer de productnaam in,Por favor ingrese el nombre del producto,Rhowch Enw'r Cynnyrch,,请输入产品名称,
please_enter_product_description,Please enter Product Description,Please enter Product Description,Veuillez saisir la description du produit,Inserisci la descrizione del prodotto,Bitte geben Sie die Produktbeschreibung ein,Voer een productbeschrijving in,Por favor ingrese la descripción del producto,Rhowch Disgrifiad o'r Cynnyrch,,请输入产品描述,
select_categoryplease_enter_product_option_name,Select CategoryPlease enter Product Option Name,Select CategoryPlease enter Product Option Name,Sélectionnez la catégorieVeuillez saisir le nom de l'option de produit,Seleziona categoriaInserisci il nome dell'opzione prodotto,Kategorie auswählenBitte geben Sie den Produktoptionsnamen ein,Selecteer categorieVoer de naam van de productoptie in,Seleccionar categoríaIngrese el nombre de la opción del producto,Dewiswch Categori Rhowch Enw Opsiwn Cynnyrch,,选择类别请输入产品选项名称,
please_enter_product_extra_name,Please enter Product Extra Name,Please enter Product Extra Name,Veuillez saisir le nom supplémentaire du produit,Inserisci il nome aggiuntivo del prodotto,Bitte geben Sie den zusätzlichen Produktnamen ein,Voer de naam van het extra product in,Por favor ingrese el nombre adicional del producto,Rhowch Enw Cynnyrch Ychwanegol,,请输入产品附加名称,
product_added_successfully,Product added successfully,Product added successfully,Produit ajouté avec succès,Prodotto aggiunto con successo,Produkt erfolgreich hinzugefügt,Product succesvol toegevoegd,Producto añadido con éxito,Ychwanegwyd cynnyrch yn llwyddiannus,,产品添加成功,
product_updated_successfully,Product updated successfully,Product updated successfully,Produit mis à jour avec succès,Prodotto aggiornato con successo,Produkt erfolgreich aktualisiert,Product succesvol bijgewerkt,Producto actualizado exitosamente,Cynnyrch wedi'i ddiweddaru'n llwyddiannus,,产品更新成功,
fail_to_add_product,Fail to add Product,Fail to add Product,Impossible d'ajouter le produit,Impossibile aggiungere il prodotto,Produkt konnte nicht hinzugefügt werden,Product toevoegen mislukt,Error al agregar el producto,Methu ychwanegu Cynnyrch,,添加产品失败,
please_add_product_option,Please add Product Option,Please add Product Option,Veuillez ajouter une option de produit,Si prega di aggiungere l'opzione del prodotto,Bitte fügen Sie eine Produktoption hinzu,Voeg een productoptie toe,Por favor agregue opción de producto,Ychwanegwch Opsiwn Cynnyrch,,请添加产品选项,
please_enter_product_uid,Please enter Product UID,Please enter Product UID,Veuillez saisir l'UID du produit,Inserisci l'UID del prodotto,Bitte geben Sie die Produkt-UID ein,Voer de product-UID in,Por favor ingrese el UID del producto,Rhowch UID Cynnyrch,,请输入产品UID,
please_enter_product_option,Please enter Product Option,Please enter Product Option,Veuillez saisir l'option du produit,Inserisci l'opzione del prodotto,Bitte geben Sie die Produktoption ein,Voer een productoptie in,Por favor ingrese la opción del producto,Rhowch Opsiwn Cynnyrch,,请输入产品选项,
"product_updated_successfully
_fail_to_add_product","Product updated successfully
 Fail to add Product","Product updated successfully
 Fail to add Product","Mise à jour du produit réussie
Échec de l'ajout du produit","Prodotto aggiornato correttamente
Impossibile aggiungere il prodotto","Produkt erfolgreich aktualisiert
Produkt konnte nicht hinzugefügt werden","Product succesvol bijgewerkt
Product toevoegen mislukt","Producto actualizado correctamente
Error al agregar el producto","Cynnyrch wedi'i ddiweddaru'n llwyddiannus
 Methu ychwanegu Cynnyrch",,产品更新成功 添加产品失败,
out_of_stock,Out of stock,Out of stock,En rupture de stock,Esaurito,Produkt nicht vorrätig,Niet op voorraad,Agotado,Allan o stoc,,缺货,
items,Items,items,articles,elementi,Artikel,artikelen,elementos,eitemau,,项目,
low,Low,Low,Faible,Basso,Niedrig,Laag,Bajo,Isel,,低的,
total,Total,total,total,totale,gesamt,totaal,total,cyfanswm,,全部的,
price,Price,Price,Prix,Prezzo,Preis,Prijs,Precio,Pris,,价格,
qtyremaining_today,Qty. Remaining Today,Qty.Remaining Today,Quantité restante aujourd'hui,Quantità rimanente oggi,Heute verbleibende Menge,Aantal resterend vandaag,Cantidad restante hoy,Qty.Remaining Today,,今日剩余数量,
status,Status,Status,Statut,Stato,Status,Status,Estado,Statws,,地位,
checkout_extras,Checkout Extras,Checkout Extras,Extras de paiement,Extra di pagamento,Extras an der Kasse,Extra's afrekenen,Extras de pago,Extras desg dalu,,结帐附加服务,
pending_orders,Pending Orders,Pending Orders,Commandes en attente,Ordini in sospeso,Ausstehende Bestellungen,In afwachting van bestellingen,Pedidos pendientes,Gorchmynion Arfaeth,,待处理订单,
order_overview,Order Overview,Order Overview,Aperçu de la commande,Panoramica dell'ordine,Bestellübersicht,Overzicht van bestellingen,Descripción general del pedido,Trosolwg Gorchymyn,,订单概览,
today,Today,Today,Aujourd'hui,Oggi,Heute,Vandaag,Hoy,heddiw,,今天,
monthly_orders,Monthly Orders,Monthly Orders,Commandes mensuelles,Ordini mensili,Monatliche Bestellungen,Maandelijkse bestellingen,Pedidos mensuales,Archebion Misol,,每月订单,
this_month,this month,this month,ce mois-ci,questo mese,diesen Monat,deze maand,este mes,y mis hwn,,本月,
last_month,last month,last month,mois dernier,il mese scorso,letzten Monat,vorige maand,mes pasado,mis diwethaf,,上个月,
order_no,Order No,Order No,Numéro de commande,Numero d'ordine,Bestellnummer,Bestelnummer,Número de pedido,Gorchymyn Rhif,,订单号,
customer,Customer,Customer,Client,Cliente,Kunde,Klant,Cliente,Cwsmer,,顾客,
placed,Placed,Placed,Mis,Posizionato,Platziert,Geplaatst,Metido,Wedi'i osod,,放置,
value,Value,Value,Valeur,Valore,Wert,Waarde,Valor,Gwerth,,价值,
fulfilment,Fulfilment,Fulfilment,Accomplissement,Compimento,Erfüllung,Vervulling,Cumplimiento,Cyflawniad,,履行,
order_velocity,Order Velocity,Order Velocity,Vitesse de commande,Velocità dell'ordine,Auftragsgeschwindigkeit,Bestelsnelheid,Velocidad de orden,Gorchymyn Cyflymder,,订单速度,
avtime_to_order_completed,Av.Time to Order Completed,Av.Time to Order Completed,Délai moyen de réalisation de la commande,Tempo medio per il completamento dell'ordine,Durchschnittliche Zeit bis zur Auftragserfüllung,Gemiddelde tijd tot bestelling voltooid,Tiempo promedio para completar el pedido,Cyf. Amser i Archebu Wedi'i Gwblhau,,订单完成平均时间,
discount_applied,Discount Applied,Discount Applied,Remise appliquée,Sconto applicato,Rabatt angewendet,Korting toegepast,Descuento aplicado,Disgownt Cymhwysol,,已应用折扣,
tax,Tax,Tax,Impôt,Tassare,Steuer,Belasting,Impuesto,Treth,,税,
total_cost,Total Cost,Total Cost,Coût total,Costo totale,Gesamtkosten,Totale kosten,Costo total,Cyfanswm y Gost,,总成本,
return_order,Return Order,Return Order,Ordre de retour,Restituisci ordine,Rücksendeauftrag,Retourorder,Orden de devolución,Gorchymyn Dychwelyd,,退货订单,
reject_order,Reject Order,Reject Order,Rejeter la commande,Rifiuta ordine,Bestellung ablehnen,Bestelling afwijzen,Orden de rechazo,Gwrthod Gorchymyn,,拒绝订单,
sold_out,Sold Out,Sold Out,Épuisé,Esaurito,Ausverkauft,Uitverkocht,Agotado,Gwerthwyd Allan,,售罄,
available,Available,Available,Disponible,Disponibile,Verfügbar,Beschikbaar,Disponible,Ar gael,,可用的,
not_available,Not Available,Not Available,Pas disponible,Non disponibile,Nicht verfügbar,Niet beschikbaar,No disponible,Ddim ar gael,,无法使用,
warning,Warning,warning,avertissement,avvertimento,Warnung,waarschuwing,advertencia,rhybudd,,警告,
to_confirm_there_are_${thismismatchquantitycountlength}_items_which_the_user_has_requested_but_are_unable_to_be_fulfilledreturn_this_updated_order_to_the_customer?or_reject_this_order_outright?,"To confirm, there are ${this.mismatchQuantityCount.length} items which the user has requested, but are unable to be fulfilled.Return this updated order to the customer?Or Reject this order outright?","To confirm, there are ${this.mismatchQuantityCount.length} items which the user has requested, but are unable to be fulfilled.Return this updated order to the customer?Or Reject this order outright?","Pour confirmer, il y a ${this.mismatchQuantityCount.length} articles que l'utilisateur a demandés, mais qui ne peuvent pas être satisfaits. Retourner cette commande mise à jour au client ? Ou rejeter purement et simplement cette commande ?","Per confermare, ci sono ${this.mismatchQuantityCount.length} articoli che l'utente ha richiesto, ma che non possono essere evasi. Restituire questo ordine aggiornato al cliente? Oppure rifiutare subito questo ordine?","Zur Bestätigung: Es gibt ${this.mismatchQuantityCount.length} Artikel, die der Benutzer angefordert hat, die aber nicht erfüllt werden können. Soll diese aktualisierte Bestellung an den Kunden zurückgesendet werden? Oder soll diese Bestellung direkt abgelehnt werden?","Ter bevestiging: er zijn ${this.mismatchQuantityCount.length} artikelen die de gebruiker heeft aangevraagd, maar die niet konden worden geleverd. Wilt u deze bijgewerkte bestelling retourneren aan de klant? Of wilt u deze bestelling direct afwijzen?","Para confirmar, hay ${this.mismatchQuantityCount.length} artículos que el usuario solicitó, pero no se pudieron completar. ¿Devolver este pedido actualizado al cliente? ¿O rechazar este pedido por completo?","I gadarnhau, mae ${this.mismatchQuantityCount.length} eitem y mae'r defnyddiwr wedi gofyn amdanynt, ond nad oes modd eu cyflawni. Dychwelyd yr archeb hon wedi'i diweddaru i'r cwsmer? Neu Gwrthod yr archeb hon yn llwyr?",,确认一下，用户请求了 ${this.mismatchQuantityCount.length} 个商品，但无法完成。请将更新后的订单退回给客户？还是直接拒绝此订单？,
approve_order,Approve Order,Approve Order,Approuver la commande,Approva ordine,Bestellung genehmigen,Bestelling goedkeuren,Aprobar orden,Cymeradwyo Gorchymyn,,批准订单,
to_confirm_all_items_the_user_has_requested_are_available_and_the_order_can_successfully_be_placedonce_you_approve_the_orderthe_customers_card_will_be_charged,"To confirm, all items the user has requested are available and the order can successfully be placed.Once you approve the order,the customers card will be charged","To confirm, all items the user has requested are available and the order can successfully be placed.Once you approve the order,the customers card will be charged","Pour confirmer, tous les articles demandés par l'utilisateur sont disponibles et la commande peut être passée avec succès. Une fois la commande approuvée, la carte du client sera débitée.","Per confermare, tutti gli articoli richiesti dall'utente sono disponibili e l'ordine può essere effettuato correttamente. Una volta approvato l'ordine, l'importo verrà addebitato sulla carta del cliente.","Zur Bestätigung sind alle vom Benutzer angeforderten Artikel verfügbar und die Bestellung kann erfolgreich aufgegeben werden. Sobald Sie die Bestellung genehmigen, wird die Kundenkarte belastet","Ter bevestiging zijn alle artikelen die de gebruiker heeft aangevraagd beschikbaar en kan de bestelling succesvol worden geplaatst. Zodra u de bestelling goedkeurt, wordt de kaart van de klant belast","Para confirmar, todos los artículos que el usuario ha solicitado están disponibles y el pedido se puede realizar correctamente. Una vez que apruebe el pedido, se cargará la tarjeta del cliente.","I gadarnhau, mae'r holl eitemau y mae'r defnyddiwr wedi gofyn amdanynt ar gael a gellir gosod yr archeb yn llwyddiannus. Unwaith y byddwch yn cymeradwyo'r archeb, codir t√¢l ar y cerdyn cwsmer",,确认用户请求的所有商品均有货，订单可以成功下单。一旦您批准订单，将从客户的卡中扣款,
